"FacilityId","ProductType","ResourceId","ResourceGroup","MoldNo","ProductId","MoldPcsSeq","MoldPcsQty","MoldDesc","ZZSTYLCODE","ZZGENDER","ZZPARTNO","ZZATCOLR","ZZCOLORCODE","ProductSize"
2210030000000000001,HR,2210030000000001040,RSk_RSM_L01,"18336",2412120000000004796,"001",1.00,"3~13.5",N,M,H0001,"50%GUM5","50%27F0",UK_8
2210030000000000001,HR,2210030000000001042,RSk_RSM_L01,"18336",2412120000000004796,"001",1.00,"3~13.5",N,M,H0001,"50%WARM VANILLA S25","50%AFDM",UK_8
2210030000000000001,HR,2210030000000000306,RSk_RSM_L06,"18336",2412120000000004864,"001",1.00,"3~13.5",N,M,H0001,"50%GUM5","50%27F0",UK_8
2210030000000000001,HR,2210030000000000307,RSk_RSM_L06,"18336",2412120000000004864,"001",1.00,"3~13.5",N,M,H0001,"50%WARM VANILLA S25","50%AFDM",UK_8
2210030000000000001,HR,2210030000000000323,RSk_RSM_L06,"18336",2412120000000004968,"001",1.00,"3~13.5",N,M,H0001,"50%GUM5","50%27F0",UK_8
2210030000000000001,HR,2210030000000001040,RSk_RSM_L01,"18336",2412120000000004796,"001",1.00,"3~13.5",N,M,H0001,"50%GUM5","50%27F0",UK_8
2210030000000000001,HR,2210030000000001042,RSk_RSM_L01,"18336",2412120000000004796,"001",1.00,"3~13.5",N,M,H0001,"50%WARM VANILLA S25","50%AFDM",UK_8
2210030000000000001,HR,2210030000000000306,RSk_RSM_L06,"18336",2412120000000004864,"001",1.00,"3~13.5",N,M,H0001,"50%GUM5","50%27F0",UK_8
2210030000000000001,HR,2210030000000000307,RSk_RSM_L06,"18336",2412120000000004864,"001",1.00,"3~13.5",N,M,H0001,"50%WARM VANILLA S25","50%AFDM",UK_8
2210030000000000001,HR,2210030000000000323,RSk_RSM_L06,"18336",2412120000000004968,"001",1.00,"3~13.5",N,M,H0001,"50%GUM5","50%27F0",UK_8
2210030000000000001,HR,2210030000000001040,RSk_RSM_L01,"18336",2412120000000004796,"001",4.00,"4.00000000",N,M,H0001,"50%WARM VANILLA S25","50%AFDM",UK_8
2210030000000000001,HR,2210030000000000306,RSk_RSM_L06,"18336",2412120000000004864,"001",4.00,"4.00000000",N,M,H0001,"50%WARM VANILLA S25","50%AFDM",UK_8
2210030000000000001,HR,2210030000000000323,RSk_RSM_L06,"18336",2412120000000004968,"001",4.00,"4.00000000",N,M,H0001,"50%WARM VANILLA S25","50%AFDM",UK_8
2210030000000000001,HR,2210030000000000310,RSk_RSM_L06,"18336",2412120000000005106,"001",4.00,"4.00000000",N,M,H0001,"50%WARM VANILLA S25","50%AFDM",UK_8
2210030000000000001,HR,2210030000000000306,RSk_RSM_L06,"18336",2412120000000004864,"001",1.00,"3~13.5",N,M,H0001,"50%GUM5","50%27F0",UK_8
2210030000000000001,HR,2210030000000000306,RSk_RSM_L06,"18336",2412120000000004864,"001",4.00,"4.00000000",N,M,H0001,"50%WARM VANILLA S25","50%AFDM",UK_8
2210030000000000001,HR,2210030000000000307,RSk_RSM_L06,"18336",2412120000000004864,"001",1.00,"3~13.5",N,M,H0001,"50%WARM VANILLA S25","50%AFDM",UK_8
2210030000000000001,HR,2210030000000000310,RSk_RSM_L06,"18336",2412120000000005106,"001",4.00,"4.00000000",N,M,H0001,"50%WARM VANILLA S25","50%AFDM",UK_8
2210030000000000001,HR,2210030000000000323,RSk_RSM_L06,"18336",2412120000000004968,"001",4.00,"4.00000000",N,M,H0001,"50%WARM VANILLA S25","50%AFDM",UK_8
2210030000000000001,HR,2210030000000000323,RSk_RSM_L06,"18336",2412120000000004968,"001",1.00,"3~13.5",N,M,H0001,"50%GUM5","50%27F0",UK_8
2210030000000000001,HR,2210030000000001040,RSk_RSM_L01,"18336",2412120000000004796,"001",1.00,"3~13.5",N,M,H0001,"50%GUM5","50%27F0",UK_8
2210030000000000001,HR,2210030000000001040,RSk_RSM_L01,"18336",2412120000000004796,"001",4.00,"4.00000000",N,M,H0001,"50%WARM VANILLA S25","50%AFDM",UK_8
2210030000000000001,HR,2210030000000001042,RSk_RSM_L01,"18336",2412120000000004796,"001",1.00,"3~13.5",N,M,H0001,"50%WARM VANILLA S25","50%AFDM",UK_8
2210030000000000001,HR,2210030000000000306,RSk_RSM_L06,"18336",2412120000000004864,"001",4.00,"4.00000000",N,M,H0001,"50%WARM VANILLA S25","50%AFDM",UK_8
2210030000000000001,HR,2210030000000001040,RSk_RSM_L01,"18336",2412120000000004796,"001",4.00,"4.00000000",N,M,H0001,"50%WARM VANILLA S25","50%AFDM",UK_8
2210030000000000001,HR,2210030000000001042,RSk_RSM_L01,"18336",2412120000000004796,"001",1.00,"3~13.5",N,M,H0001,"50%WARM VANILLA S25","50%AFDM",UK_8
2210030000000000001,HR,2210030000000001040,RSk_RSM_L01,"18336",2412120000000004796,"001",1.00,"3~13.5",N,M,H0001,"50%GUM5","50%27F0",UK_8
2210030000000000001,HR,2210030000000001040,RSk_RSM_L01,"18336",2412120000000004796,"001",4.00,"4.00000000",N,M,H0001,"50%WARM VANILLA S25","50%AFDM",UK_8
2210030000000000001,HR,2210030000000000306,RSk_RSM_L06,"18336",2412120000000004864,"001",4.00,"4.00000000",N,M,H0001,"50%WARM VANILLA S25","50%AFDM",UK_8
2210030000000000001,HR,2210030000000000306,RSk_RSM_L06,"18336",2412120000000004864,"001",1.00,"3~13.5",N,M,H0001,"50%GUM5","50%27F0",UK_8
2210030000000000001,HR,2210030000000000307,RSk_RSM_L06,"18336",2412120000000004864,"001",1.00,"3~13.5",N,M,H0001,"50%WARM VANILLA S25","50%AFDM",UK_8
2210030000000000001,HR,2210030000000000323,RSk_RSM_L06,"18336",2412120000000004968,"001",1.00,"3~13.5",N,M,H0001,"50%GUM5","50%27F0",UK_8
2210030000000000001,HR,2210030000000000323,RSk_RSM_L06,"18336",2412120000000004968,"001",4.00,"4.00000000",N,M,H0001,"50%WARM VANILLA S25","50%AFDM",UK_8
